image,H,W,masks_total,candidates_kept,blocks_drawn,rows,median_cols_per_row,occupancy,regularity_index
cmp_b0121.jpg,758,1024,225,129,102,15,6,1.1333333333333333,0.45212144227721063
cmp_b0122.jpg,717,1024,135,77,66,14,5,0.9428571428571428,0.7270996816108607
cmp_b0123.jpg,780,1024,161,93,75,12,5,1.25,0.7060607320476904
cmp_b0124.jpg,805,1024,183,76,67,14,3,1.5952380952380953,0.6683984149284348
cmp_b0125.jpg,722,1024,219,138,109,15,6,1.211111111111111,0.44363659842045877
cmp_b0126.jpg,752,1024,124,67,66,11,4,1.5,0.8121212640954806
cmp_b0127.jpg,795,1024,99,32,27,9,2,1.5,0.27878815298426574
cmp_b0128.jpg,771,1024,77,52,46,12,3,1.2777777777777777,0.703030430670279
cmp_b0129.jpg,765,1024,131,81,73,13,6,0.9358974358974359,0.5930071968212585
cmp_b0130.jpg,761,1024,117,48,43,10,4,1.075,0.7918182196143172
cmp_b0131.jpg,1024,851,152,91,74,15,4,1.2333333333333334,0.8412121573186297
cmp_b0132.jpg,1024,876,186,111,95,19,4,1.25,0.5727273542699534
cmp_b0133.jpg,1024,890,109,56,49,13,4,0.9423076923076923,0.9937062971392225
cmp_b0134.jpg,568,1024,132,64,57,12,3,1.5833333333333333,0.6696971155187539
cmp_b0135.jpg,718,1024,205,123,96,16,5,1.2,0.578181963415916
cmp_b0136.jpg,731,1024,167,105,89,15,4,1.4833333333333334,0.8139394449219274
cmp_b0137.jpg,737,1024,144,58,50,13,3,1.2820512820512822,0.769230886013927
cmp_b0138.jpg,776,1024,130,52,48,14,2,1.7142857142857142,0.4554115090251932
cmp_b0139.jpg,732,1024,139,69,60,15,3,1.3333333333333333,0.6303031723598987
cmp_b0140.jpg,624,1024,125,75,63,15,3,1.4,0.6230304490541114
cmp_b0141.jpg,589,1024,171,83,75,11,4,1.7045454545454546,0.7898072266799969
cmp_b0142.jpg,800,1024,100,44,34,9,3,1.2592592592592593,0.5050506649218809
cmp_b0143.jpg,977,1024,110,51,47,15,3,1.0444444444444445,0.661818306684977
cmp_b0144.jpg,677,1024,135,78,67,14,4,1.1964285714285714,0.9119047847041766
cmp_b0145.jpg,764,1024,166,95,91,14,5,1.3,0.7006061895683499
cmp_b0146.jpg,1024,989,120,39,35,19,2,0.9210526315789473,0.19138783117286012
cmp_b0147.jpg,669,1024,88,47,40,10,4,1.0,0.8000000333333279
cmp_b0148.jpg,1024,768,125,65,54,17,3,1.0588235294117647,0.5269163689784964
cmp_b0149.jpg,1024,768,123,51,43,17,2,1.2647058823529411,0.30445658818116206
cmp_b0150.jpg,1024,768,111,71,61,18,2,1.6944444444444444,0.19090938778682878
cmp_b0151.jpg,1024,768,138,80,68,17,3,1.3333333333333333,0.49696986124878395
cmp_b0152.jpg,1024,768,103,51,41,11,3,1.2424242424242424,0.640220522322336
cmp_b0153.jpg,1024,768,184,91,75,17,4,1.1029411764705883,0.7221034373791283
cmp_b0154.jpg,1024,768,153,87,64,15,4,1.0666666666666667,0.859393965583098
cmp_b0155.jpg,1024,768,149,102,81,18,4,1.125,0.6530303660238619
cmp_b0156.jpg,1024,768,147,97,80,21,3,1.2698412698412698,0.23722964217492318
cmp_b0157.jpg,1024,768,184,107,94,19,5,0.9894736842105263,0.3988518419341129
cmp_b0158.jpg,1024,768,188,113,91,19,5,0.9578947368421052,0.3954068677366347
cmp_b0159.jpg,1024,768,155,72,66,17,3,1.2941176470588236,0.5012479337816
cmp_b0160.jpg,1024,768,115,71,55,13,3,1.4102564102564104,0.7552448796566437
cmp_b0161.jpg,1024,768,135,72,57,13,4,1.0961538461538463,0.9895104952320376
cmp_b0162.jpg,870,1024,234,111,106,19,5,1.1157894736842104,0.3873685946091856
cmp_b0163.jpg,1024,749,170,109,93,18,5,1.0333333333333334,0.4630304605692694
cmp_b0164.jpg,853,1024,129,49,46,11,4,1.0454545454545454,0.8617080139076667
cmp_b0165.jpg,1001,1024,149,100,79,16,4,1.234375,0.7744318654614194
cmp_b0166.jpg,757,1024,114,66,64,13,5,0.9846153846153847,0.7983217792370761
cmp_b0167.jpg,1024,837,141,83,74,19,3,1.2982456140350878,0.36746429924597823
cmp_b0168.jpg,974,1024,211,118,104,19,4,1.368421052631579,0.55980870102941
cmp_b0169.jpg,803,1024,173,96,88,15,4,1.4666666666666666,0.8157576257483743
cmp_b0170.jpg,1024,858,139,87,73,15,4,1.2166666666666666,0.8430303381450766
cmp_b0171.jpg,1024,933,174,80,75,18,3,1.3888888888888888,0.4242426029384039
cmp_b0172.jpg,812,1024,176,92,76,15,4,1.2666666666666666,0.8375757956657361
cmp_b0173.jpg,1024,777,151,72,56,15,3,1.2444444444444445,0.6400001367676151
cmp_b0174.jpg,780,1024,150,78,72,16,3,1.5,0.5454547085398732
cmp_b0175.jpg,795,1024,123,76,65,15,3,1.4444444444444444,0.6181819668502533
cmp_b0176.jpg,836,1024,115,58,52,11,4,1.1818181818181819,0.8468319889640108
cmp_b0177.jpg,830,1024,112,55,53,10,5,1.06,0.5934546823580693
cmp_b0178.jpg,780,1024,124,71,60,13,3,1.5384615384615385,0.7412588732993605
cmp_b0179.jpg,814,1024,126,65,52,13,3,1.3333333333333333,0.7636364834710136
cmp_b0180.jpg,800,1024,124,74,57,13,5,0.8769230769230769,0.7865735338969582
cmp_b0181.jpg,1024,804,125,66,52,15,2,1.7333333333333334,0.386666932525125
cmp_b0182.jpg,1024,671,184,108,101,17,5,1.188235294117647,0.5127987296202033
cmp_b0183.jpg,1024,720,137,63,53,17,3,1.0392156862745099,0.5290554052449044
cmp_b0184.jpg,1024,571,132,61,52,16,3,1.0833333333333333,0.5909092292010437
cmp_b0185.jpg,1024,748,170,82,70,16,2,2.1875,0.27045484944889175
cmp_b0186.jpg,1024,652,225,128,112,18,6,1.037037037037037,0.26262652038556455
cmp_b0187.jpg,993,1024,139,86,69,15,4,1.15,0.8503030614508639
cmp_b0188.jpg,1024,873,172,99,79,18,3,1.462962962962963,0.41616179926530683
cmp_b0189.jpg,1024,561,119,61,51,14,3,1.2142857142857142,0.7099568338186478
cmp_b0190.jpg,588,1024,239,121,98,13,7,1.0769230769230769,0.3916086961854801
cmp_b0191.jpg,1024,824,127,70,63,17,4,0.9264705882352942,0.7253119917787404
cmp_b0192.jpg,1024,620,113,63,53,22,1,2.409090909090909,0.0
cmp_b0193.jpg,908,1024,168,75,62,15,5,0.8266666666666667,0.6477577082937882
cmp_b0194.jpg,847,1024,102,44,42,13,4,0.8076923076923077,0.9790209904640752
cmp_b0195.jpg,1024,654,115,64,55,21,2,1.3095238095238095,0.03290074020714265
cmp_b0196.jpg,468,1024,153,125,84,9,9,1.037037037037037,0.0
cmp_b0197.jpg,589,1024,170,104,87,13,5,1.3384615384615384,0.7630770432167223
cmp_b0198.jpg,679,1024,218,117,101,12,8,1.0520833333333333,0.12765192936159636
cmp_b0199.jpg,1024,688,103,57,55,18,2,1.5277777777777777,0.209091196051297
cmp_b0200.jpg,562,1024,121,51,42,10,3,1.4,0.5563637934985541
cmp_b0201.jpg,1024,957,154,85,74,20,3,1.2333333333333334,0.3078789795407927
cmp_b0202.jpg,698,1024,175,108,81,12,6,1.125,0.5196971882459915
cmp_b0203.jpg,628,1024,152,83,70,11,6,1.0606060606060606,0.4600553222471604
cmp_b0204.jpg,1024,910,159,38,37,10,3,1.2333333333333334,0.5745456017630224
cmp_b0205.jpg,686,1024,128,52,51,10,3,1.7,0.5236365386225114
cmp_b0206.jpg,555,1024,124,58,53,9,4,1.4722222222222223,0.6818182543617771
cmp_b0207.jpg,1024,649,114,36,34,12,1,2.8333333333333335,0.1333337535351422
cmp_b0208.jpg,770,1024,101,46,42,13,3,1.0769230769230769,0.7916084961855802
cmp_b0209.jpg,558,1024,166,92,87,11,7,1.12987012987013,0.2524993460852535
cmp_b0210.jpg,594,1024,140,89,77,12,6,1.0694444444444444,0.5257577910008142
cmp_b0211.jpg,1024,768,73,36,28,7,3,1.3333333333333333,0.36363655013766916
cmp_b0212.jpg,1024,768,95,57,44,11,3,1.3333333333333333,0.6303031723598987
cmp_b0213.jpg,1024,768,104,59,48,12,3,1.3333333333333333,0.6969698279154563
cmp_b0214.jpg,1024,768,130,69,57,16,2,1.78125,0.31477300709353306
cmp_b0215.jpg,1024,768,171,78,64,13,3,1.641025641025641,0.7300700682135339
cmp_b0216.jpg,1024,768,136,68,62,13,5,0.9538461538461539,0.7949651377113282
cmp_b0217.jpg,1024,768,82,33,31,14,2,1.1071428571428572,0.5216452391314702
cmp_b0218.jpg,1024,768,156,79,62,16,3,1.2916666666666667,0.5681819688704585
cmp_b0219.jpg,1024,768,168,87,73,15,4,1.2166666666666666,0.8430303381450766
cmp_b0220.jpg,1024,768,100,53,48,11,4,1.0909090909090908,0.856749338926448
cmp_b0221.jpg,1024,768,165,90,76,21,3,1.2063492063492063,0.24415604532329202
cmp_b0222.jpg,1024,768,129,75,67,18,3,1.2407407407407407,0.44040421028459786
cmp_b0223.jpg,1024,768,186,89,71,18,3,1.3148148148148149,0.4323234066115008
cmp_b0224.jpg,1024,768,134,77,72,18,4,1.0,0.666666722222213
cmp_b0225.jpg,1024,768,95,52,44,12,3,1.2222222222222223,0.7090910334251017
cmp_b0226.jpg,1024,768,122,62,56,13,3,1.435897435897436,0.752447678385187
cmp_b0227.jpg,1024,768,91,32,31,13,2,1.1923076923076923,0.5790211904639753
cmp_b0228.jpg,1024,768,98,63,50,12,4,1.0416666666666667,0.9287878923783256
cmp_b0229.jpg,1024,768,125,67,57,16,2,1.78125,0.31477300709353306
cmp_b0230.jpg,1024,768,138,87,71,14,5,1.0142857142857142,0.7317750037360097
cmp_b0231.jpg,1024,768,110,57,42,11,3,1.2727272727272727,0.6369147390015235
cmp_b0232.jpg,1024,768,149,76,73,12,5,1.2166666666666666,0.709697093700584
cmp_b0233.jpg,1024,768,94,45,40,11,3,1.2121212121212122,0.6435263056431484
cmp_b0234.jpg,1024,768,119,71,52,13,4,1.0,1.0
cmp_b0235.jpg,1024,768,121,88,76,13,5,1.1692307692307693,0.7815385716083362
cmp_b0236.jpg,593,1024,168,99,87,14,5,1.2428571428571429,0.7068399524018818
cmp_b0237.jpg,660,1024,142,72,61,8,5,1.525,0.40939412618908816
cmp_b0238.jpg,627,1024,136,55,51,11,4,1.1590909090909092,0.8493113264546202
cmp_b0239.jpg,496,1024,146,76,63,13,3,1.6153846153846154,0.7328672694849905
cmp_b0240.jpg,595,1024,169,101,79,15,4,1.3166666666666667,0.8321212531863956
cmp_b0241.jpg,614,1024,180,88,77,12,4,1.6041666666666667,0.8674242894857453
cmp_b0242.jpg,762,1024,206,122,103,15,6,1.1444444444444444,0.4509093217262461
cmp_b0243.jpg,637,1024,170,78,71,16,4,1.109375,0.7880682216597706
cmp_b0244.jpg,586,1024,182,93,81,11,5,1.4727272727272727,0.6150965690841617
cmp_b0245.jpg,608,1024,142,83,68,11,6,1.0303030303030303,0.46336110556797283
cmp_b0246.jpg,975,1024,191,113,103,18,5,1.1444444444444444,0.4509092550596239
cmp_b0247.jpg,676,1024,158,101,88,15,5,1.1733333333333333,0.6477577082937882
cmp_b0248.jpg,648,1024,143,100,76,15,6,0.8444444444444444,0.44969720117528156
cmp_b0249.jpg,1024,842,167,76,65,17,4,0.9558823529411765,0.7285205461783524
cmp_b0250.jpg,1024,882,141,75,72,16,3,1.5,0.5454547085398732
cmp_b0251.jpg,1024,810,122,66,57,17,3,1.1176470588235294,0.5204992601792722
cmp_b0252.jpg,1024,888,149,79,66,20,3,1.1,0.3224244261523672
cmp_b0253.jpg,938,1024,157,87,70,17,2,2.0588235294117645,0.21782561939163705
cmp_b0254.jpg,992,1024,163,94,89,16,4,1.390625,0.7573864202134805
cmp_b0255.jpg,1024,743,197,147,113,21,5,1.0761904761904761,0.25835517177744816
cmp_b0256.jpg,1024,902,178,99,91,18,3,1.6851851851851851,0.3919193882460159
cmp_b0257.jpg,1024,834,206,107,98,18,4,1.3611111111111112,0.6272728043158652
cmp_b0258.jpg,1024,996,164,64,55,12,3,1.5277777777777777,0.6757577182735767
cmp_b0259.jpg,762,1024,153,89,81,12,5,1.35,0.6951516470890095
cmp_b0260.jpg,1024,753,166,117,99,20,5,0.99,0.3322426026151801
cmp_b0261.jpg,943,1024,227,130,113,20,5,1.13,0.319151700664763
cmp_b0262.jpg,1007,1024,203,80,75,15,3,1.6666666666666667,0.5939395558309623
cmp_b0263.jpg,1024,858,178,95,84,16,5,1.05,0.5945455908539374
cmp_b0264.jpg,1024,948,165,92,78,19,4,1.0263157894736843,0.5971292548354238
cmp_b0265.jpg,1024,967,160,99,82,16,4,1.28125,0.7693182318870377
cmp_b0266.jpg,1024,653,187,82,78,19,3,1.368421052631579,0.3598088010293601
cmp_b0267.jpg,1024,878,305,121,107,20,4,1.3375,0.49651524937555
cmp_b0268.jpg,925,1024,163,76,70,16,3,1.4583333333333333,0.5500001606059902
cmp_b0269.jpg,1024,774,150,88,74,18,4,1.0277777777777777,0.6636364208448017
cmp_b0270.jpg,1024,827,109,40,35,11,2,1.5909090909090908,0.4022041141329433
cmp_b0271.jpg,735,1024,199,109,99,18,5,1.1,0.4557577372634821
cmp_b0272.jpg,623,1024,165,88,78,13,4,1.5,0.9454545752065954
cmp_b0273.jpg,1024,852,214,122,101,21,5,0.9619047619047619,0.26251101366646945
cmp_b0274.jpg,1024,680,211,119,102,20,5,1.02,0.331151694119312
cmp_b0275.jpg,1024,899,217,143,121,20,5,1.21,0.3104244326978183
cmp_b0276.jpg,1024,963,189,111,95,19,4,1.25,0.5727273542699534
cmp_b0277.jpg,1024,777,175,95,74,17,4,1.088235294117647,0.7237077145789343
cmp_b0278.jpg,1024,829,211,88,74,16,3,1.5416666666666667,0.5409092564737561
cmp_b0279.jpg,717,1024,147,80,73,15,4,1.2166666666666666,0.8430303381450766
cmp_b0280.jpg,508,1024,186,73,71,11,8,0.8068181818181818,0.04559272021850613
cmp_b0281.jpg,445,606,104,73,53,9,5,1.1777777777777778,0.5139395489622876
cmp_b0282.jpg,502,721,155,86,65,7,9,1.0317460317460319,0.0
cmp_b0283.jpg,584,550,127,89,68,12,5,1.1333333333333333,0.7187879978328181
cmp_b0284.jpg,638,510,159,107,80,13,6,1.0256410256410255,0.5972029987284434
cmp_b0285.jpg,767,1024,161,124,109,15,7,1.0380952380952382,0.2625111469997139
cmp_b0286.jpg,650,1024,179,128,110,13,9,0.9401709401709402,0.0
cmp_b0287.jpg,474,507,141,76,49,9,5,1.0888888888888888,0.523636513370004
cmp_b0288.jpg,490,740,125,63,40,9,4,1.1111111111111112,0.721212172268125
cmp_b0289.jpg,476,500,96,54,41,11,3,1.2424242424242424,0.640220522322336
cmp_b0290.jpg,241,338,98,43,30,6,3,1.6666666666666667,0.26060627805317527
cmp_b0291.jpg,385,625,139,85,55,8,7,0.9821428571428571,0.06471897133658427
cmp_b0292.jpg,539,547,89,52,36,12,2,1.5,0.47878811965093804
cmp_b0293.jpg,556,584,76,35,31,9,3,1.1481481481481481,0.5171718704315265
cmp_b0294.jpg,321,487,107,62,46,6,6,1.2777777777777777,0.1030305973368845
cmp_b0295.jpg,453,612,161,93,67,11,6,1.0151515151515151,0.465013997228379
cmp_b0296.jpg,421,590,134,57,45,7,6,1.0714285714285714,0.19220806312464064
cmp_b0297.jpg,494,576,119,62,43,9,4,1.1944444444444444,0.7121212681358908
cmp_b0298.jpg,462,566,137,47,32,7,5,0.9142857142857143,0.3906495224163077
cmp_b0299.jpg,391,585,135,50,41,7,4,1.4642857142857142,0.5493507436442084
cmp_b0300.jpg,441,595,96,36,32,10,2,1.6,0.3345457235811422
cmp_b0301.jpg,329,647,148,90,60,7,10,0.8571428571428571,0.0
cmp_b0302.jpg,359,659,126,61,43,8,4,1.34375,0.6291667426767473
cmp_b0303.jpg,371,800,143,85,60,9,7,0.9523809523809523,0.12813887541634378
cmp_b0304.jpg,332,530,94,56,39,8,5,0.975,0.46393955098249284
cmp_b0305.jpg,614,619,147,90,73,13,4,1.4038461538461537,0.9559440799745579
cmp_b0306.jpg,594,581,81,50,38,13,3,0.9743589743589743,0.7972028987284934
cmp_b0307.jpg,416,445,104,52,38,9,4,1.0555555555555556,0.7272727750229477
cmp_b0308.jpg,356,587,129,66,46,7,5,1.3142857142857143,0.3657144710821798
cmp_b0309.jpg,714,704,91,55,44,13,3,1.1282051282051282,0.7860140936426668
cmp_b0310.jpg,506,524,74,33,31,9,3,1.1481481481481481,0.5171718704315265
cmp_b0311.jpg,720,849,144,91,71,15,5,0.9466666666666667,0.6608486102442054
cmp_b0312.jpg,383,646,124,43,36,6,4,1.5,0.4787879863176935
cmp_b0313.jpg,362,573,135,68,47,7,6,1.119047619047619,0.187013260763364
cmp_b0314.jpg,415,630,138,86,59,9,6,1.0925925925925926,0.32323257318629917
cmp_b0315.jpg,594,634,87,49,43,12,3,1.1944444444444444,0.712121334802513
cmp_b0316.jpg,606,476,78,34,29,10,2,1.45,0.35090935101916365
cmp_b0317.jpg,403,953,110,55,43,8,4,1.34375,0.6291667426767473
cmp_b0318.jpg,592,491,85,42,38,12,3,1.0555555555555556,0.72727284168957
