image,H,W,masks_total,candidates_kept,blocks_drawn,rows,median_cols_per_row,occupancy,regularity_index
cmp_b0319.jpg,610,452,69,39,34,9,3,1.2592592592592593,0.5050506649218809
cmp_b0320.jpg,371,349,48,29,22,7,3,1.0476190476190477,0.394805364305329
cmp_b0321.jpg,482,492,56,29,22,8,2,1.375,0.22575785362705952
cmp_b0322.jpg,595,540,100,36,34,11,2,1.5454545454545454,0.4071627891141619
cmp_b0323.jpg,437,599,134,75,53,9,6,0.9814814814814815,0.3313133768593962
cmp_b0324.jpg,406,585,126,64,44,9,5,0.9777777777777777,0.5309092366757913
cmp_b0325.jpg,444,552,143,101,71,9,6,1.3148148148148149,0.29899016216700824
cmp_b0326.jpg,713,1024,95,63,47,10,5,0.94,0.5934546823580693
cmp_b0327.jpg,647,596,128,85,65,14,4,1.1607142857142858,0.915800886475134
cmp_b0328.jpg,456,638,121,53,43,10,4,1.075,0.7918182196143172
cmp_b0329.jpg,419,411,49,19,18,8,2,1.125,0.25303056602376184
cmp_b0330.jpg,554,700,92,65,48,9,5,1.0666666666666667,0.5260607544719331
cmp_b0331.jpg,658,559,61,35,24,9,3,0.8888888888888888,0.5212122722680749
cmp_b0332.jpg,700,591,60,32,24,9,2,1.3333333333333333,0.296969961248734
cmp_b0333.jpg,529,738,134,65,55,12,4,1.1458333333333333,0.917424262213033
cmp_b0334.jpg,459,609,139,70,53,11,4,1.2045454545454546,0.8443526514734015
cmp_b0335.jpg,373,590,122,61,52,7,7,1.0612244897959184,0.0
cmp_b0336.jpg,458,631,103,41,32,8,3,1.3333333333333333,0.4303032056932266
cmp_b0337.jpg,487,634,149,62,45,8,5,1.125,0.4530304660238119
cmp_b0338.jpg,667,858,151,75,55,11,5,1.0,0.6666667888888351
cmp_b0339.jpg,578,1011,130,73,56,11,5,1.018181818181818,0.6646833188963477
cmp_b0340.jpg,416,685,119,63,43,8,4,1.34375,0.6291667426767473
cmp_b0341.jpg,438,626,120,60,42,9,5,0.9333333333333333,0.5260607544719331
cmp_b0342.jpg,323,497,84,51,39,6,5,1.3,0.30060625623500536
cmp_b0343.jpg,457,705,101,50,39,9,3,1.4444444444444444,0.4848486557391385
cmp_b0344.jpg,356,592,105,51,41,9,6,0.7592592592592593,0.3070709658401052
cmp_b0345.jpg,506,657,113,60,47,11,3,1.4242424242424243,0.6203858223974615
cmp_b0346.jpg,448,583,117,68,53,9,5,1.1777777777777778,0.5139395489622876
cmp_b0347.jpg,468,666,161,103,77,10,6,1.2833333333333334,0.3690911592836319
cmp_b0348.jpg,396,992,85,42,33,7,3,1.5714285714285714,0.337662538331286
cmp_b0349.jpg,473,568,88,56,42,9,3,1.5555555555555556,0.472727450229493
cmp_b0350.jpg,207,1024,98,53,36,4,6,1.5,0.0
cmp_b0351.jpg,731,1024,113,70,62,15,4,1.0333333333333334,0.8630303272359916
cmp_b0352.jpg,786,1024,94,47,41,13,2,1.5769230769230769,0.5370631713921254
cmp_b0353.jpg,688,1024,132,66,55,10,4,1.375,0.7590909647382744
cmp_b0354.jpg,531,885,73,42,33,6,5,1.1,0.3224244261523672
cmp_b0355.jpg,386,810,158,67,52,10,4,1.3,0.767272778457285
cmp_b0356.jpg,766,672,104,50,46,13,3,1.1794871794871795,0.7804196910997535
cmp_b0357.jpg,724,718,98,49,42,11,3,1.2727272727272727,0.6369147390015235
cmp_b0358.jpg,454,487,68,39,28,7,5,0.8,0.3781819967492438
cmp_b0359.jpg,710,884,143,84,69,14,3,1.6428571428571428,0.6632036125671581
cmp_b0360.jpg,452,542,140,71,50,9,5,1.1111111111111112,0.5212122722680749
cmp_b0361.jpg,433,601,196,109,77,10,6,1.2833333333333334,0.3690911592836319
cmp_b0362.jpg,447,490,117,87,66,10,5,1.32,0.5650910614654989
cmp_b0363.jpg,622,468,153,88,68,14,4,1.2142857142857142,0.9099567338186978
cmp_b0364.jpg,482,614,183,86,68,11,5,1.2363636363636363,0.6408816789864984
cmp_b0365.jpg,365,529,158,81,59,8,6,1.2291666666666667,0.2416669358584692
cmp_b0366.jpg,363,631,172,89,64,9,6,1.1851851851851851,0.31313156859492797
cmp_b0367.jpg,447,759,261,110,92,12,7,1.0952380952380953,0.32294403972173935
cmp_b0368.jpg,476,544,194,84,63,10,6,1.05,0.39454569085388735
cmp_b0369.jpg,446,455,159,71,52,9,4,1.4444444444444444,0.6848485557391886
cmp_b0370.jpg,532,359,122,65,52,11,3,1.5757575757575757,0.6038569057933996
cmp_b0371.jpg,438,643,174,94,70,8,7,1.25,0.039394309825360685
cmp_b0372.jpg,447,433,181,82,56,11,4,1.2727272727272727,0.8369146390015736
cmp_b0373.jpg,445,643,173,131,91,9,9,1.123456790123457,0.0
cmp_b0374.jpg,371,612,139,86,66,8,6,1.375,0.22575785362705952
cmp_b0375.jpg,415,470,153,78,50,8,6,1.0416666666666667,0.26212147015599596
cmp_b0376.jpg,606,554,128,69,55,11,4,1.25,0.839393976492183
cmp_b0377.jpg,393,593,161,90,69,9,7,1.0952380952380953,0.1229440730550671
cmp_b0378.jpg,408,538,90,29,23,5,3,1.5333333333333334,0.20848506910919246
