image,H_x,W_x,masks_total_x,candidates_kept_x,blocks_drawn_x,rows_x,median_cols_per_row_x,H_y,W_y,masks_total_y,candidates_kept_y,blocks_drawn_y,rows_y,median_cols_per_row_y,occupancy,regularity_index,H,W,masks_total,candidates_kept,blocks_drawn,rows,median_cols_per_row,wwr,H_ws,W_ws,masks_total_ws,candidates_kept_ws,blocks_drawn_ws,rows_ws,median_cols_per_row_ws,wwr_ws,shading_idx,risk_flag,bad_flag
cmp_b0103.jpg,1024,807,80,35,34,17,2,1024,807,80,35,34,17,2,1.0,0.3333335777776704,1024,807,80,35,34,17,2,0.3363227396279634,1024,807,80,35,34,17,2,0.3363227396279634,0.0843680775725213,False,False
cmp_b0104.jpg,666,1024,178,113,86,12,6,666,1024,178,113,86,12,6,1.1944444444444444,0.5121214348024631,666,1024,178,113,86,12,6,0.275004310994017,666,1024,178,113,86,12,6,0.275004310994017,0.0633800509050391,False,False
cmp_b0105.jpg,507,1024,154,107,89,12,7,507,1024,154,107,89,12,7,1.0595238095238095,0.3268401414926968,507,1024,154,107,89,12,7,0.2448596008402733,507,1024,154,107,89,12,7,0.2448596008402733,0.0792305574508325,False,False
cmp_b0106.jpg,574,1024,220,129,107,14,6,574,1024,220,129,107,14,6,1.2738095238095235,0.5034634308670021,574,1024,220,129,107,14,6,0.5311917031454905,574,1024,220,129,107,14,6,0.5311917031454905,0.3167956219898869,False,False
cmp_b0107.jpg,751,1024,205,119,105,15,7,751,1024,205,119,105,15,7,1.0,0.2666669888887352,751,1024,205,119,105,15,7,0.3007595167756197,751,1024,205,119,105,15,7,0.3007595167756197,0.136589913839198,False,False
cmp_b0108.jpg,766,1024,202,157,117,14,7,766,1024,202,157,117,14,7,1.1938775510204085,0.3121833776876663,766,1024,202,157,117,14,7,0.8145903378833399,766,1024,202,157,117,14,7,0.8145903378833399,0.0326316731908459,False,False
cmp_b0109.jpg,825,1024,196,91,84,13,6,825,1024,196,91,84,13,6,1.0769230769230769,0.5916085961855302,825,1024,196,91,84,13,6,0.3038979318085986,825,1024,196,91,84,13,6,0.3038979318085986,0.1307308222743031,False,False
cmp_b0110.jpg,812,1024,157,93,86,13,6,812,1024,157,93,86,13,6,1.1025641025641026,0.5888113949140734,812,1024,157,93,86,13,6,0.4467813506777703,812,1024,157,93,86,13,6,0.4467813506777703,0.2120301209317246,False,False
cmp_b0111.jpg,1024,689,116,57,46,14,2,1024,689,116,57,46,14,2,1.6428571428571428,0.4632037125671081,1024,689,116,57,46,14,2,0.2199503365238033,1024,689,116,57,46,14,2,0.2199503365238033,0.0749181299757213,False,False
cmp_b0112.jpg,1024,754,191,97,85,19,5,1024,754,191,97,85,19,5,0.8947368421052632,0.3885169193416783,1024,754,191,97,85,19,5,0.2635888991107934,1024,754,191,97,85,19,5,0.2635888991107934,0.0345813255479671,False,False
